NOAA-12(N)  52341    12.8  5    .885
NOAA-14(S)  52359     2.0  1   2.996
NOAA-12(S)  60032     6.2  4    .965
NOAA-14(N)  60050    15.9  6   1.078
NOAA-12(N)  60123     8.2  4   1.348
NOAA-14(S)  60142     8.3  4   2.341
NOAA-12(S)  60215    17.2  6    .767
NOAA-14(N)  60233    28.7  7   1.453
NOAA-12(N)  60305    10.1  5   2.656
NOAA-14(S)  60326    42.7  8    .940
NOAA-12(S)  60356    22.2  6    .774
NOAA-14(N)  60418    46.8  8   1.561
NOAA-12(N)  60448    63.0  9   5.993
NOAA-14(S)  60508    22.3  6   1.103
NOAA-12(S)  60539    12.2  5    .914
NOAA-12(N)  60631    21.8  6   4.207
NOAA-14(S)  60651    24.8  7   1.174
NOAA-12(S)  60722    36.4  7    .747
NOAA-14(N)  60742    16.6  6    .893
NOAA-12(N)  60814    11.3  5   2.345
NOAA-14(S)  60833    32.5  7   1.147
NOAA-12(S)  60904    13.5  5   1.000
NOAA-14(N)  60923    19.1  6    .984
NOAA-12(N)  60955    32.6  7   1.539
NOAA-14(S)  61014    11.1  5    .960
NOAA-12(S)  61046     9.2  4   1.022
NOAA-14(N)  61105     6.6  4    .903
NOAA-12(N)  61137    12.6  5    .884
NOAA-14(S)  61155     3.2  2    .780
NOAA-12(S)  61227     6.5  4    .961
NOAA-14(N)  61245    11.4  5   1.019
NOAA-12(N)  61317     6.2  3    .848
NOAA-14(S)  61336     7.8  4    .945
NOAA-12(S)  61407    13.2  5    .954
NOAA-14(N)  61426    37.7  7   1.142
NOAA-12(N)  61458    37.9  7   1.059
NOAA-14(S)  61516    39.2  8   1.033
NOAA-12(S)  61547    40.6  8   1.144
NOAA-14(N)  61607    45.8  8   1.048
NOAA-12(N)  61637    36.0  7   1.109
NOAA-14(S)  61658   164.4 10   1.157
NOAA-12(S)  61727   115.3 10   1.398
NOAA-14(N)  61748    84.7  9    .875
NOAA-12(N)  61817    54.2  8   1.149
NOAA-14(S)  61839    55.9  8    .991
NOAA-12(S)  61907    45.4  8   1.075
NOAA-14(N)  61930    73.5  9    .818
NOAA-12(N)  61957    30.2  7   1.021
NOAA-14(S)  62021   140.5 10    .721
NOAA-12(S)  62048    41.4  8    .892
NOAA-14(N)  62113    60.9  9    .827
NOAA-12(N)  62138    50.0  8   1.040
NOAA-14(S)  62203    26.2  7    .740
NOAA-12(S)  62229    48.0  8    .740
NOAA-14(N)  62255    90.3  9   1.027
NOAA-12(N)  62318    71.0  9   1.163
NOAA-14(S)  62347    46.6  8    .751
NOAA-12(S)  70010    68.1  9    .632
NOAA-14(N)  70039   121.6 10   1.389
NOAA-12(N)  70100   140.7 10   1.748
NOAA-14(S)  70131   110.8 10    .816
NOAA-12(S)  70151    50.1  8    .622
NOAA-14(N)  70222   139.4 10   1.789
NOAA-12(N)  70243    48.2  8   2.746
NOAA-14(S)  70314   150.6 10    .860
NOAA-12(S)  70335    67.5  9    .619
NOAA-14(N)  70406   123.6 10   1.731
NOAA-12(N)  70426    97.8 10   6.086
NOAA-14(S)  70457    88.0  9   1.049
NOAA-12(S)  70517    47.7  8    .660
NOAA-14(N)  70548    82.9  9   1.240
NOAA-12(N)  70609   142.6 10   6.375
NOAA-14(S)  70640   112.4 10   1.260
NOAA-12(S)  70700    45.9  8    .708
NOAA-14(N)  70731   104.1 10   1.020
NOAA-12(N)  70751   106.1 10   3.534
NOAA-14(S)  70822   159.6 10   1.158
NOAA-12(S)  70842    45.1  8    .735
NOAA-14(N)  70913    90.5  9   1.045
NOAA-12(N)  70933    94.1  9   2.151
NOAA-14(S)  71003   175.3 10   1.036
NOAA-12(S)  71023    74.8  9    .727
NOAA-14(N)  71053    84.9  9   1.106
NOAA-12(N)  71115    80.4  9   1.381
NOAA-14(S)  71144    94.0  9   1.020
NOAA-12(S)  71205    41.3  8    .892
NOAA-14(N)  71234    49.1  8   1.152
NOAA-12(N)  71255    45.0  8   1.075
NOAA-14(S)  71324    40.2  8   1.023
NOAA-12(S)  71345    23.1  6    .987
NOAA-14(N)  71415    39.7  8   1.149
NOAA-12(N)  71436    24.7  7   1.015
NOAA-14(S)  71505    75.8  9   1.032
NOAA-12(S)  71525    26.6  7   1.033
NOAA-14(N)  71555    35.3  7   1.078
NOAA-12(N)  71615    23.8  6   1.088
NOAA-14(S)  71646    70.0  9   1.136
NOAA-12(S)  71705    20.6  6   1.035
NOAA-14(N)  71737    43.9  8    .932
NOAA-12(N)  71755    18.6  6   1.115
NOAA-14(S)  71828    12.4  5   1.024
NOAA-12(S)  71845    16.6  6   1.020
NOAA-14(N)  71918    19.5  6    .800
NOAA-12(N)  71935     8.8  4   1.008
NOAA-14(S)  72010    11.8  5    .827
NOAA-12(S)  72026     7.5  4    .915
NOAA-14(N)  72100     7.6  4    .678
NOAA-12(N)  72115     6.0  3    .919
NOAA-14(S)  72152     3.1  2   1.377
NOAA-12(S)  72207     4.9  3    .957
NOAA-14(N)  72244     4.8  3    .766
NOAA-12(N)  72257     7.6  4    .860
NOAA-14(S)  72336     1.8  1   2.717
NOAA-12(S)  72348     3.9  2   1.009
